id_painting,title,dates,id_museum
Строящийся дом,Young Collectors at the Museum's Guest House,5 - 28 November 1954,Junior Council of Museum of Modern Art
神奈川沖浪裏,A Sense of Place: Landscape in Japanese Art,"May 8 - September 8, 2002",The Metropolitan Museum of Art
神奈川沖浪裏,A Survey of Japanese Prints: Moronobu to Nensho,"February 14, 1980 - March 2, 1980",Skidmore College
神奈川沖浪裏,Art Nouveau,"August 1, 1976 - October 31, 1976",Art Institute of Chicago
神奈川沖浪裏,Art Nouveau,"March 1, 1976 - June 30, 1976","Institute for the Fine Arts, Rice University"
神奈川沖浪裏,Discovering Japanese Art: American Collectors and the Met,"February 14 - September 27, 2015",The Metropolitan Museum of Art
神奈川沖浪裏,Great Waves: Chinese Themes in the Arts of Korea and Japan I,"March 1 - September 21, 2003",The Metropolitan Museum of Art
神奈川沖浪裏,Hokusai: Il Vecchio Pazzo per la Pittura,"October 1, 1999 - January 9, 2000",Palazzo Reale
神奈川沖浪裏,Hokusai: Thirty-Six Views of Mount Fuji,"March 24, 2012 - June 17, 2012",Arthur M. Sackler Gallery
神奈川沖浪裏,Hokusai: Thirty-Six Views of Mount Fuji,"March 24, 2012 - June 17, 2012",Freer Gallery of Art
神奈川沖浪裏,Katsushika Hokusai,"May 24, 1992 - July 19, 1992",Dallas Museum of Art
神奈川沖浪裏,Katsushika Hokusai,"November 15, 1991 - February 9, 1992",Royal Academy of Arts
神奈川沖浪裏,"Making The Met, 1870–2020","August 29, 2020 - January 3, 2021",The Metropolitan Museum of Art
神奈川沖浪裏,Poetry and Travel in Japanese Art,"December 18, 2008 - May 31, 2009",The Metropolitan Museum of Art
神奈川沖浪裏,Ukiyo-e from the Metropolitan Museum of Art,"April 14, 1995 - May 28, 1995",Nagoya City Museum
飛越の堺つりはし,"A Sensitivity to the Seasons: Spring and Summer,","December 17, 2005 - June 4, 2006.",The Metropolitan Museum of Art
飛越の堺つりはし,Blossoms of Many Colors: A Selection from the Permanent Collection of Japanese Art,"March 21 - August 9, 2000",The Metropolitan Museum of Art
飛越の堺つりはし,Hokusai: Il Vecchio Pazzo per la Pittura,"October 1, 1999 - January 9, 2000",Palazzo Reale
